name,gender,medal_type,country,country_code,event,discipline,url
NISHIYA Momiji,Female,Gold ,Japan,JPN,Women's Street,Skateboarding,../../../en/results/skateboarding/athlete-profile-n1315689-nishiya-momiji.htm
LEAL Rayssa,Female,Silver ,Brazil,BRA,Women's Street,Skateboarding,../../../en/results/skateboarding/athlete-profile-n1351770-leal-rayssa.htm
NAKAYAMA Funa,Female,Bronze ,Japan,JPN,Women's Street,Skateboarding,../../../en/results/skateboarding/athlete-profile-n1315686-nakayama-funa.htm
PEATY Adam,Male,Gold ,Great Britain,GBR,Men's 100m Breaststroke,Swimming,../../../en/results/swimming/athlete-profile-n1444186-peaty-adam.htm
KAMMINGA Arno,Male,Silver ,Netherlands,NED,Men's 100m Breaststroke,Swimming,../../../en/results/swimming/athlete-profile-n1467428-kamminga-arno.htm
MARTINENGHI Nicolo,Male,Bronze ,Italy,ITA,Men's 100m Breaststroke,Swimming,../../../en/results/swimming/athlete-profile-n1350375-martinenghi-nicolo.htm
CURRY Brooks,Male,Gold ,United States of America,USA,Men's 4 x 100m Freestyle Relay,Swimming,../../../en/results/swimming/athlete-profile-n1869707-curry-brooks.htm
DRESSEL Caeleb,Male,Gold ,United States of America,USA,Men's 4 x 100m Freestyle Relay,Swimming,../../../en/results/swimming/athlete-profile-n1302244-dressel-caeleb.htm
BECKER Bowen,Male,Gold ,United States of America,USA,Men's 4 x 100m Freestyle Relay,Swimming,../../../en/results/swimming/athlete-profile-n1302235-becker-bowen.htm
PIERONI Blake,Male,Gold ,United States of America,USA,Men's 4 x 100m Freestyle Relay,Swimming,../../../en/results/swimming/athlete-profile-n1302339-pieroni-blake.htm
APPLE Zach,Male,Gold ,United States of America,USA,Men's 4 x 100m Freestyle Relay,Swimming,../../../en/results/swimming/athlete-profile-n1302461-apple-zach.htm
CECCON Thomas,Male,Silver ,Italy,ITA,Men's 4 x 100m Freestyle Relay,Swimming,../../../en/results/swimming/athlete-profile-n1343280-ceccon-thomas.htm
FRIGO Manuel,Male,Silver ,Italy,ITA,Men's 4 x 100m Freestyle Relay,Swimming,../../../en/results/swimming/athlete-profile-n1350382-frigo-manuel.htm
ZAZZERI Lorenzo,Male,Silver ,Italy,ITA,Men's 4 x 100m Freestyle Relay,Swimming,../../../en/results/swimming/athlete-profile-n1350385-zazzeri-lorenzo.htm
CONDORELLI Santo,Male,Silver ,Italy,ITA,Men's 4 x 100m Freestyle Relay,Swimming,../../../en/results/swimming/athlete-profile-n1343283-condorelli-santo.htm
MIRESSI Alessandro,Male,Silver ,Italy,ITA,Men's 4 x 100m Freestyle Relay,Swimming,../../../en/results/swimming/athlete-profile-n1343287-miressi-alessandro.htm
CHALMERS Kyle,Male,Bronze ,Australia,AUS,Men's 4 x 100m Freestyle Relay,Swimming,../../../en/results/swimming/athlete-profile-n1482862-chalmers-kyle.htm
GRAHAM Alexander,Male,Bronze ,Australia,AUS,Men's 4 x 100m Freestyle Relay,Swimming,../../../en/results/swimming/athlete-profile-n1482864-graham-alexander.htm
INCERTI Zac,Male,Bronze ,Australia,AUS,Men's 4 x 100m Freestyle Relay,Swimming,../../../en/results/swimming/athlete-profile-n1482856-incerti-zac.htm
McEVOY Cameron,Male,Bronze ,Australia,AUS,Men's 4 x 100m Freestyle Relay,Swimming,../../../en/results/swimming/athlete-profile-n1482868-mcevoy-cameron.htm
TEMPLE Matthew,Male,Bronze ,Australia,AUS,Men's 4 x 100m Freestyle Relay,Swimming,../../../en/results/swimming/athlete-profile-n1482903-temple-matthew.htm
MACNEIL Margaret,Female,Gold ,Canada,CAN,Women's 100m Butterfly,Swimming,../../../en/results/swimming/athlete-profile-n1459652-macneil-margaret.htm
ZHANG Yufei,Female,Silver ,People's Republic of China,CHN,Women's 100m Butterfly,Swimming,../../../en/results/swimming/athlete-profile-n1311332-zhang-yufei.htm
McKEON Emma,Female,Bronze ,Australia,AUS,Women's 100m Butterfly,Swimming,../../../en/results/swimming/athlete-profile-n1482869-mckeon-emma.htm
TITMUS Ariarne,Female,Gold ,Australia,AUS,Women's 400m Freestyle,Swimming,../../../en/results/swimming/athlete-profile-n1482877-titmus-ariarne.htm
LEDECKY Kathleen,Female,Silver ,United States of America,USA,Women's 400m Freestyle,Swimming,../../../en/results/swimming/athlete-profile-n1302300-ledecky-kathleen.htm
LI Bingjie,Female,Bronze ,People's Republic of China,CHN,Women's 400m Freestyle,Swimming,../../../en/results/swimming/athlete-profile-n1311341-li-bingjie.htm
MIZUTANI Jun,Mixed,Gold ,Japan,JPN,Mixed Doubles,Table Tennis,../../../en/results/table-tennis/athlete-profile-n1316123-mizutani-jun.htm
ITO Mima,Mixed,Gold ,Japan,JPN,Mixed Doubles,Table Tennis,../../../en/results/table-tennis/athlete-profile-n1316127-ito-mima.htm
XU Xin,Mixed,Silver ,People's Republic of China,CHN,Mixed Doubles,Table Tennis,../../../en/results/table-tennis/athlete-profile-n1321068-xu-xin.htm
LIU Shiwen,Mixed,Silver ,People's Republic of China,CHN,Mixed Doubles,Table Tennis,../../../en/results/table-tennis/athlete-profile-n1322024-liu-shiwen.htm
LIN Yun Ju,Mixed,Bronze ,Chinese Taipei,TPE,Mixed Doubles,Table Tennis,../../../en/results/table-tennis/athlete-profile-n1338649-lin-yun-ju.htm
CHENG I Ching,Mixed,Bronze ,Chinese Taipei,TPE,Mixed Doubles,Table Tennis,../../../en/results/table-tennis/athlete-profile-n1338655-cheng-i-ching.htm
KHRAMTCOV Maksim,Male,Gold ,ROC,ROC,Men -80kg,Taekwondo,../../../en/results/taekwondo/athlete-profile-n1428979-khramtcov-maksim.htm
ELSHARABATY Saleh,Male,Silver ,Jordan,JOR,Men -80kg,Taekwondo,../../../en/results/taekwondo/athlete-profile-n1344971-elsharabaty-saleh.htm
KANAET Toni,Male,Bronze ,Croatia,CRO,Men -80kg,Taekwondo,../../../en/results/taekwondo/athlete-profile-n1383817-kanaet-toni.htm
EISSA Seif,Male,Bronze ,Egypt,EGY,Men -80kg,Taekwondo,../../../en/results/taekwondo/athlete-profile-n1312994-eissa-seif.htm
JELIC Matea,Female,Gold ,Croatia,CRO,Women -67kg,Taekwondo,../../../en/results/taekwondo/athlete-profile-n1383819-jelic-matea.htm
WILLIAMS Lauren,Female,Silver ,Great Britain,GBR,Women -67kg,Taekwondo,../../../en/results/taekwondo/athlete-profile-n1440126-williams-lauren.htm
GBAGBI Ruth,Female,Bronze ,Côte d'Ivoire,CIV,Women -67kg,Taekwondo,../../../en/results/taekwondo/athlete-profile-n1323717-gbagbi-ruth.htm
MALAK Hedaya,Female,Bronze ,Egypt,EGY,Women -67kg,Taekwondo,../../../en/results/taekwondo/athlete-profile-n1313024-malak-hedaya.htm
BLUMMENFELT Kristian,Male,Gold ,Norway,NOR,Men's Individual,Triathlon,../../../en/results/triathlon/athlete-profile-n1343606-blummenfelt-kristian.htm
YEE Alex,Male,Silver ,Great Britain,GBR,Men's Individual,Triathlon,../../../en/results/triathlon/athlete-profile-n1444256-yee-alex.htm
WILDE Hayden,Male,Bronze ,New Zealand,NZL,Men's Individual,Triathlon,../../../en/results/triathlon/athlete-profile-n1475129-wilde-hayden.htm
DIAZ Hidilyn,Female,Gold ,Philippines,PHI,Women's 55kg,Weightlifting,../../../en/results/weightlifting/athlete-profile-n1465120-diaz-hidilyn.htm
LIAO Qiuyun,Female,Silver ,People's Republic of China,CHN,Women's 55kg,Weightlifting,../../../en/results/weightlifting/athlete-profile-n1310365-liao-qiuyun.htm
CHINSHANLO Zulfiya,Female,Bronze ,Kazakhstan,KAZ,Women's 55kg,Weightlifting,../../../en/results/weightlifting/athlete-profile-n1306356-chinshanlo-zulfiya.htm
AKHAIMOVA Liliia,Female,Gold ,ROC,ROC,Women's Team,Artistic Gymnastics,../../../en/results/artistic-gymnastics/athlete-profile-n1406265-akhaimova-liliia.htm
MELNIKOVA Angelina,Female,Gold ,ROC,ROC,Women's Team,Artistic Gymnastics,../../../en/results/artistic-gymnastics/athlete-profile-n1406270-melnikova-angelina.htm
URAZOVA Vladislava,Female,Gold ,ROC,ROC,Women's Team,Artistic Gymnastics,../../../en/results/artistic-gymnastics/athlete-profile-n1406274-urazova-vladislava.htm
LISTUNOVA Viktoriia,Female,Gold ,ROC,ROC,Women's Team,Artistic Gymnastics,../../../en/results/artistic-gymnastics/athlete-profile-n1406269-listunova-viktoriia.htm
Mc CALLUM Grace,Female,Silver ,United States of America,USA,Women's Team,Artistic Gymnastics,../../../en/results/artistic-gymnastics/athlete-profile-n1348666-mc-callum-grace.htm
LEE Sunisa,Female,Silver ,United States of America,USA,Women's Team,Artistic Gymnastics,../../../en/results/artistic-gymnastics/athlete-profile-n1348724-lee-sunisa.htm
CHILES Jordan,Female,Silver ,United States of America,USA,Women's Team,Artistic Gymnastics,../../../en/results/artistic-gymnastics/athlete-profile-n1348674-chiles-jordan.htm
BILES Simone,Female,Silver ,United States of America,USA,Women's Team,Artistic Gymnastics,../../../en/results/artistic-gymnastics/athlete-profile-n1348720-biles-simone.htm
GADIROVA Jennifer,Female,Bronze ,Great Britain,GBR,Women's Team,Artistic Gymnastics,../../../en/results/artistic-gymnastics/athlete-profile-n1467530-gadirova-jennifer.htm
GADIROVA Jessica,Female,Bronze ,Great Britain,GBR,Women's Team,Artistic Gymnastics,../../../en/results/artistic-gymnastics/athlete-profile-n1467531-gadirova-jessica.htm
KINSELLA Alice,Female,Bronze ,Great Britain,GBR,Women's Team,Artistic Gymnastics,../../../en/results/artistic-gymnastics/athlete-profile-n1467536-kinsella-alice.htm
MORGAN Amelie,Female,Bronze ,Great Britain,GBR,Women's Team,Artistic Gymnastics,../../../en/results/artistic-gymnastics/athlete-profile-n1467537-morgan-amelie.htm
UENO Yukiko,Female,Gold ,Japan,JPN,Softball,Baseball/Softball,../../../en/results/baseball-softball/athlete-profile-n1313709-ueno-yukiko.htm
GOTO Miu,Female,Gold ,Japan,JPN,Softball,Baseball/Softball,../../../en/results/baseball-softball/athlete-profile-n1313712-goto-miu.htm
FUJITA Yamato,Female,Gold ,Japan,JPN,Softball,Baseball/Softball,../../../en/results/baseball-softball/athlete-profile-n1313714-fujita-yamato.htm
AGATSUMA Haruka,Female,Gold ,Japan,JPN,Softball,Baseball/Softball,../../../en/results/baseball-softball/athlete-profile-n1313716-agatsuma-haruka.htm
KIYOHARA Nayu,Female,Gold ,Japan,JPN,Softball,Baseball/Softball,../../../en/results/baseball-softball/athlete-profile-n1313717-kiyohara-nayu.htm
ATSUMI Mana,Female,Gold ,Japan,JPN,Softball,Baseball/Softball,../../../en/results/baseball-softball/athlete-profile-n1313718-atsumi-mana.htm
ICHIGUCHI Yuka,Female,Gold ,Japan,JPN,Softball,Baseball/Softball,../../../en/results/baseball-softball/athlete-profile-n1313719-ichiguchi-yuka.htm
KAWABATA Hitomi,Female,Gold ,Japan,JPN,Softball,Baseball/Softball,../../../en/results/baseball-softball/athlete-profile-n1313720-kawabata-hitomi.htm
NAITO Minori,Female,Gold ,Japan,JPN,Softball,Baseball/Softball,../../../en/results/baseball-softball/athlete-profile-n1313722-naito-minori.htm
YAMAMOTO Yu,Female,Gold ,Japan,JPN,Softball,Baseball/Softball,../../../en/results/baseball-softball/athlete-profile-n1313723-yamamoto-yu.htm
HARADA Nodoka,Female,Gold ,Japan,JPN,Softball,Baseball/Softball,../../../en/results/baseball-softball/athlete-profile-n1313725-harada-nodoka.htm
MORI Sayaka,Female,Gold ,Japan,JPN,Softball,Baseball/Softball,../../../en/results/baseball-softball/athlete-profile-n1313726-mori-sayaka.htm
YAMAZAKI Saki,Female,Gold ,Japan,JPN,Softball,Baseball/Softball,../../../en/results/baseball-softball/athlete-profile-n1313727-yamazaki-saki.htm
YAMADA Eri,Female,Gold ,Japan,JPN,Softball,Baseball/Softball,../../../en/results/baseball-softball/athlete-profile-n1313728-yamada-eri.htm
MINE Yukiyo,Female,Gold ,Japan,JPN,Softball,Baseball/Softball,../../../en/results/baseball-softball/athlete-profile-n1313729-mine-yukiyo.htm
AGUILAR Ali,Female,Silver ,United States of America,USA,Softball,Baseball/Softball,../../../en/results/baseball-softball/athlete-profile-n1309993-aguilar-ali.htm
CARDA Ally,Female,Silver ,United States of America,USA,Softball,Baseball/Softball,../../../en/results/baseball-softball/athlete-profile-n1309995-carda-ally.htm
CHIDESTER Amanda,Female,Silver ,United States of America,USA,Softball,Baseball/Softball,../../../en/results/baseball-softball/athlete-profile-n1309996-chidester-amanda.htm
MUNRO Aubree,Female,Silver ,United States of America,USA,Softball,Baseball/Softball,../../../en/results/baseball-softball/athlete-profile-n1310002-munro-aubree.htm
MULIPOLA Dejah,Female,Silver ,United States of America,USA,Softball,Baseball/Softball,../../../en/results/baseball-softball/athlete-profile-n1310026-mulipola-dejah.htm
SPAULDING Delaney,Female,Silver ,United States of America,USA,Softball,Baseball/Softball,../../../en/results/baseball-softball/athlete-profile-n1310029-spaulding-delaney.htm
Mc CLENEY Haylie,Female,Silver ,United States of America,USA,Softball,Baseball/Softball,../../../en/results/baseball-softball/athlete-profile-n1310048-mc-cleney-haylie.htm
REED Janie,Female,Silver ,United States of America,USA,Softball,Baseball/Softball,../../../en/results/baseball-softball/athlete-profile-n1310057-reed-janie.htm
MOULTRIE Michelle,Female,Silver ,United States of America,USA,Softball,Baseball/Softball,../../../en/results/baseball-softball/athlete-profile-n1310077-moultrie-michelle.htm
NICKLES Bubba,Female,Silver ,United States of America,USA,Softball,Baseball/Softball,../../../en/results/baseball-softball/athlete-profile-n1310078-nickles-bubba.htm
GARCIA Rachel,Female,Silver ,United States of America,USA,Softball,Baseball/Softball,../../../en/results/baseball-softball/athlete-profile-n1310096-garcia-rachel.htm
ARIOTO Valerie,Female,Silver ,United States of America,USA,Softball,Baseball/Softball,../../../en/results/baseball-softball/athlete-profile-n1310107-arioto-valerie.htm
OSTERMAN Cat,Female,Silver ,United States of America,USA,Softball,Baseball/Softball,../../../en/results/baseball-softball/athlete-profile-n1310118-osterman-cat.htm
STEWART Kelsey,Female,Silver ,United States of America,USA,Softball,Baseball/Softball,../../../en/results/baseball-softball/athlete-profile-n1310122-stewart-kelsey.htm
ABBOTT Monica,Female,Silver ,United States of America,USA,Softball,Baseball/Softball,../../../en/results/baseball-softball/athlete-profile-n1310126-abbott-monica.htm
CAIRA Jenna,Female,Bronze ,Canada,CAN,Softball,Baseball/Softball,../../../en/results/baseball-softball/athlete-profile-n1426186-caira-jenna.htm
ENTZMINGER Emma,Female,Bronze ,Canada,CAN,Softball,Baseball/Softball,../../../en/results/baseball-softball/athlete-profile-n1426187-entzminger-emma.htm
FRANKLIN Larissa,Female,Bronze ,Canada,CAN,Softball,Baseball/Softball,../../../en/results/baseball-softball/athlete-profile-n1426188-franklin-larissa.htm
GILBERT Jen,Female,Bronze ,Canada,CAN,Softball,Baseball/Softball,../../../en/results/baseball-softball/athlete-profile-n1426189-gilbert-jen.htm
GROENEWEGEN Sara,Female,Bronze ,Canada,CAN,Softball,Baseball/Softball,../../../en/results/baseball-softball/athlete-profile-n1426190-groenewegen-sara.htm
HAYWARD Victoria,Female,Bronze ,Canada,CAN,Softball,Baseball/Softball,../../../en/results/baseball-softball/athlete-profile-n1426191-hayward-victoria.htm
HARSHMAN Kelsey,Female,Bronze ,Canada,CAN,Softball,Baseball/Softball,../../../en/results/baseball-softball/athlete-profile-n1426193-harshman-kelsey.htm
LAWRIE Danielle,Female,Bronze ,Canada,CAN,Softball,Baseball/Softball,../../../en/results/baseball-softball/athlete-profile-n1426194-lawrie-danielle.htm
LEUNG Janet,Female,Bronze ,Canada,CAN,Softball,Baseball/Softball,../../../en/results/baseball-softball/athlete-profile-n1426195-leung-janet.htm
LYE Joey,Female,Bronze ,Canada,CAN,Softball,Baseball/Softball,../../../en/results/baseball-softball/athlete-profile-n1426196-lye-joey.htm
POLIDORI Erika,Female,Bronze ,Canada,CAN,Softball,Baseball/Softball,../../../en/results/baseball-softball/athlete-profile-n1426197-polidori-erika.htm
RAFTER Kaleigh,Female,Bronze ,Canada,CAN,Softball,Baseball/Softball,../../../en/results/baseball-softball/athlete-profile-n1426199-rafter-kaleigh.htm
REGULA Lauren,Female,Bronze ,Canada,CAN,Softball,Baseball/Softball,../../../en/results/baseball-softball/athlete-profile-n1426200-regula-lauren.htm
SALLING Jenn,Female,Bronze ,Canada,CAN,Softball,Baseball/Softball,../../../en/results/baseball-softball/athlete-profile-n1426201-salling-jenn.htm
WIDEMAN Natalie,Female,Bronze ,Canada,CAN,Softball,Baseball/Softball,../../../en/results/baseball-softball/athlete-profile-n1426202-wideman-natalie.htm
FUNK Ricarda,Female,Gold ,Germany,GER,Women's Kayak,Canoe Slalom,../../../en/results/canoe-slalom/athlete-profile-n1333388-funk-ricarda.htm
CHOURRAUT Maialen,Female,Silver ,Spain,ESP,Women's Kayak,Canoe Slalom,../../../en/results/canoe-slalom/athlete-profile-n1358267-chourraut-maialen.htm
FOX Jessica,Female,Bronze ,Australia,AUS,Women's Kayak,Canoe Slalom,../../../en/results/canoe-slalom/athlete-profile-n1348917-fox-jessica.htm
NEFF Jolanda,Female,Gold ,Switzerland,SUI,Women's Cross-country,Cycling Mountain Bike,../../../en/results/cycling-mountain-bike/athlete-profile-n1466043-neff-jolanda.htm
FREI Sina,Female,Silver ,Switzerland,SUI,Women's Cross-country,Cycling Mountain Bike,../../../en/results/cycling-mountain-bike/athlete-profile-n1465739-frei-sina.htm
INDERGAND Linda,Female,Bronze ,Switzerland,SUI,Women's Cross-country,Cycling Mountain Bike,../../../en/results/cycling-mountain-bike/athlete-profile-n1465784-indergand-linda.htm
CHEN Yuxi,Female,Gold ,People's Republic of China,CHN,Women's Synchronised 10m Platform,Diving,../../../en/results/diving/athlete-profile-n1329854-chen-yuxi.htm
ZHANG Jiaqi,Female,Gold ,People's Republic of China,CHN,Women's Synchronised 10m Platform,Diving,../../../en/results/diving/athlete-profile-n1329865-zhang-jiaqi.htm
SCHNELL Delaney,Female,Silver ,United States of America,USA,Women's Synchronised 10m Platform,Diving,../../../en/results/diving/athlete-profile-n1331890-schnell-delaney.htm
PARRATTO Jessica,Female,Silver ,United States of America,USA,Women's Synchronised 10m Platform,Diving,../../../en/results/diving/athlete-profile-n1331905-parratto-jessica.htm
AGUNDEZ GARCIA Gabriela,Female,Bronze ,Mexico,MEX,Women's Synchronised 10m Platform,Diving,../../../en/results/diving/athlete-profile-n1300377-agundez-garcia-gabriela.htm
OROZCO LOZA Alejandra,Female,Bronze ,Mexico,MEX,Women's Synchronised 10m Platform,Diving,../../../en/results/diving/athlete-profile-n1300378-orozco-loza-alejandra.htm
WERTH Isabell,O,Gold ,Germany,GER,Dressage Team,Equestrian,../../../en/results/equestrian/athlete-profile-n1346444-werth-isabell.htm
von BREDOW-WERNDL Jessica,O,Gold ,Germany,GER,Dressage Team,Equestrian,../../../en/results/equestrian/athlete-profile-n1346439-von-bredow-werndl-jessica.htm
SCHNEIDER Dorothee,O,Gold ,Germany,GER,Dressage Team,Equestrian,../../../en/results/equestrian/athlete-profile-n1346443-schneider-dorothee.htm
LYLE Adrienne,O,Silver ,United States of America,USA,Dressage Team,Equestrian,../../../en/results/equestrian/athlete-profile-n1451463-lyle-adrienne.htm
SCHUT-KERY Sabine,O,Silver ,United States of America,USA,Dressage Team,Equestrian,../../../en/results/equestrian/athlete-profile-n1451517-schut-kery-sabine.htm
PETERS Steffen,O,Silver ,United States of America,USA,Dressage Team,Equestrian,../../../en/results/equestrian/athlete-profile-n1451526-peters-steffen.htm
DUJARDIN Charlotte,O,Bronze ,Great Britain,GBR,Dressage Team,Equestrian,../../../en/results/equestrian/athlete-profile-n1478357-dujardin-charlotte.htm
FRY Charlotte,O,Bronze ,Great Britain,GBR,Dressage Team,Equestrian,../../../en/results/equestrian/athlete-profile-n1478360-fry-charlotte.htm
HESTER Carl,O,Bronze ,Great Britain,GBR,Dressage Team,Equestrian,../../../en/results/equestrian/athlete-profile-n1478364-hester-carl.htm
BELJAJEVA Julia,Female,Gold ,Estonia,EST,Women's Team,Fencing,../../../en/results/fencing/athlete-profile-n1374079-beljajeva-julia.htm
LEHIS Katrina,Female,Gold ,Estonia,EST,Women's Team,Fencing,../../../en/results/fencing/athlete-profile-n1374081-lehis-katrina.htm
